province,year,effort_status,effort_status_v2,in_scope,mainland,n_visits,n_observers,n_birding_days,effort_record,cnt_visits_gap,cnt_visits_zero,cnt_observers_gap,cnt_observers_zero,cnt_days_gap,cnt_days_zero,cnt_record_gap,cnt_record_zero,cnt_visits_imp,cnt_observers_imp,cnt_days_imp,cnt_record_imp,eff_visits_gap_z,eff_observers_gap_z,eff_days_gap_z,eff_record_gap_z,eff_visits_zero_z,eff_observers_zero_z,eff_days_zero_z,eff_record_zero_z,eff_visits_imp_z,eff_observers_imp_z,eff_days_imp_z,eff_record_imp_z
Inner Mongolia,2012,observed,observed,TRUE,TRUE,12,8,10,19,12,12,8,8,10,10,19,19,12,8,10,19,-0.785809748068945,-0.544661335606264,-0.843520478513421,-0.891760802574361,-0.685398517354234,-0.460135993370887,-0.713316107991538,-0.756004800202678,-0.731828884853294,-0.495166731192549,-0.776323111363968,-0.849956000467205
Inner Mongolia,2013,observed,observed,TRUE,TRUE,44,19,37,32,44,44,19,19,37,37,32,32,44,19,37,32,-0.179343106742457,-0.0312262925293385,-0.0429184016281227,-0.642117386512561,-0.107030263210052,0.0318278052160364,0.0334230301265028,-0.523393829952458,-0.133434507253656,0.0122556262064091,0.00692770193389877,-0.601884059284276
Inner Mongolia,2014,observed,observed,TRUE,TRUE,58,25,44,27,58,58,25,25,44,44,27,27,58,25,44,27,-0.0470447365476319,0.13747215341773,0.0662724155446568,-0.724024732948752,0.019138551662172,0.193471482255424,0.135267703104646,-0.599712875836796,-0.00289707040960737,0.178978494632001,0.113752051788154,-0.683275808957091
Inner Mongolia,2015,observed,observed,TRUE,TRUE,97,28,68,60,97,97,28,28,68,68,60,60,97,28,68,60,0.200789792124725,0.207686558913861,0.342319105595472,-0.335847276499079,0.255490584729249,0.260749604598592,0.392742512826401,-0.238019640747959,0.241638701926066,0.248370640027256,0.383816045790835,-0.297541882286724
Inner Mongolia,2016,observed,observed,TRUE,TRUE,91,26,51,70,91,91,26,26,51,51,70,70,91,26,51,70,0.169932506917582,0.161738928823143,0.159644104636958,-0.260169876783396,0.226062957623743,0.216723449897442,0.222357527938313,-0.167505490398722,0.211192136991256,0.202961089019975,0.205100117864952,-0.222340862579083
Inner Mongolia,2017,observed,observed,TRUE,TRUE,84,41,56,88,84,84,41,41,56,56,88,88,84,41,56,88,0.131280950649035,0.445834397500151,0.218934138451708,-0.147527435995587,0.189202178158446,0.488938383054493,0.277658644470589,-0.0625483164569952,0.173055045219834,0.483729599830116,0.263105172494,-0.11040749222776
Inner Mongolia,2018,observed,observed,TRUE,TRUE,173,56,80,241,173,173,56,56,80,80,241,241,173,56,80,241,0.48118073210325,0.642192730844821,0.445869643892634,0.351136642956956,0.522890648281833,0.677085243809316,0.489326373838243,0.402093359514017,0.518297549387225,0.677788438906581,0.485122357228625,0.385117557122356
Inner Mongolia,2019,observed,observed,TRUE,TRUE,141,50,95,127,141,141,50,50,95,95,127,127,141,50,95,127,0.381921776143978,0.570675400423872,0.555591771524201,0.0336294527541139,0.42823048867145,0.608558683316221,0.591666611748733,0.10624876349142,0.420359761675563,0.607108626754295,0.592466502573017,0.0696090359857185
Inner Mongolia,2020,observed,observed,TRUE,TRUE,141,44,93,299,141,141,44,44,93,93,299,299,141,44,93,299,0.381921776143978,0.49019634681096,0.541995315095399,0.45823972538328,0.42823048867145,0.531445168265093,0.578984898263049,0.501889109440019,0.420359761675563,0.527572039495324,0.57916471899876,0.49154643869797
Inner Mongolia,2021,observed,observed,TRUE,TRUE,167,69,105,670,167,167,69,69,105,105,670,670,167,69,105,670,0.46404173734519,0.774291815487967,0.619585451960135,0.859536724487079,0.506545725411344,0.803660101422144,0.651354922775406,0.875806778860664,0.501386680096046,0.808340550305466,0.655073262778248,0.890317322100398
Inner Mongolia,2022,observed,observed,TRUE,TRUE,131,51,84,698,131,131,51,51,84,84,698,698,131,51,84,698,0.346255479949987,0.583161098176989,0.4769989384874,0.879916770863312,0.394216658304145,0.620522243999225,0.518361350497751,0.894796353815632,0.38516819521841,0.619448108200068,0.515576993823619,0.910569078568506
Inner Mongolia,2023,observed,observed,TRUE,TRUE,648,201,239,1828,648,648,201,201,239,239,1828,1828,648,201,239,1828,1.12411424897646,1.4557183300258,1.14733949727141,1.35942423369106,1.13603622026483,1.45659016739673,1.14360271017468,1.34158841398746,1.15267341683114,1.48178708081262,1.1713894167651,1.38705810035763
Inner Mongolia,2024,observed,observed,TRUE,TRUE,2259,515,362,2611,2259,2259,515,515,362,362,2611,2611,2259,515,362,2611,1.73349877781345,2.05874250199038,1.41455146915732,1.53706806933621,1.71718717240135,2.03439658376745,1.39283718425599,1.50711212624975,1.75394684393123,2.07774941535271,1.43281016540568,1.56358368970769
Jiangsu,2002,observed,observed,TRUE,TRUE,7,4,3,10,7,7,4,4,3,3,10,10,7,4,3,10,-1.02293721874924,-0.922604182047855,-1.49682026429775,-1.18979082665745,-0.911539564332537,-0.822273718271565,-1.32266316448085,-1.03370110062705,-0.965800113541406,-0.868683600929724,-1.41546408203647,-1.14610996187103
Jiangsu,2003,observed,observed,TRUE,TRUE,2,1,2,65,2,2,1,1,2,2,65,65,2,1,2,65,-1.50198524305641,-1.51177291970582,-1.68260759815345,-0.296573917884316,-1.36839267147747,-1.38680411816374,-1.49595109060814,-0.201425789420017,-1.43847185640698,-1.45095275804953,-1.59722488998872,-0.258515744678008
Jiangsu,2004,observed,observed,TRUE,TRUE,5,4,5,45,5,5,4,4,5,5,45,45,5,4,5,45,-1.16344437431526,-0.922604182047855,-1.23496772421792,-0.476544070164648,-1.04553684088799,-0.822273718271565,-1.07842755013676,-0.369117100484454,-1.10443707421466,-0.868683600929724,-1.15928661147637,-0.43735300678356
Jiangsu,2005,observed,observed,TRUE,TRUE,7,5,7,132,7,7,5,5,7,7,132,132,7,5,7,132,-1.02293721874924,-0.805372655276413,-1.04918039036222,0.0527319372714124,-0.911539564332537,-0.709944674895415,-0.905139624009477,0.124047940925599,-0.965800113541406,-0.752824937837007,-0.977525803524127,0.0885912726910918
Jiangsu,2006,observed,observed,TRUE,TRUE,5,4,5,157,5,5,4,4,5,5,157,157,5,4,5,157,-1.16344437431526,-0.922604182047855,-1.23496772421792,0.138598906181714,-1.04553684088799,-0.822273718271565,-1.07842755013676,0.204056455733481,-1.10443707421466,-0.868683600929724,-1.15928661147637,0.173917719497122
Jiangsu,2007,observed,observed,TRUE,TRUE,11,9,11,249,11,11,9,9,11,11,249,249,11,9,11,249,-0.824903505574102,-0.476915237288597,-0.787327850282387,0.367349904422901,-0.722681010298509,-0.395222956527764,-0.66090400966539,0.417200437201097,-0.770402292022338,-0.428213987361657,-0.721348332964026,0.401228758083359
Jiangsu,2008,observed,observed,TRUE,TRUE,17,9,14,278,17,17,9,9,14,14,278,278,17,9,14,278,-0.626869792398963,-0.476915237288597,-0.643219998470703,0.422062230002505,-0.533822456264481,-0.395222956527764,-0.526491451710814,0.468179899581821,-0.575004470503269,-0.428213987361657,-0.580363697284295,0.455596676241494
Jiangsu,2009,observed,observed,TRUE,TRUE,21,14,17,246,21,21,14,14,17,17,246,246,21,14,17,246,-0.52885997070746,-0.216203917618448,-0.525475310202557,0.361331555489251,-0.440353556908843,-0.145414275003236,-0.416668395321304,0.411592702749914,-0.478299190685306,-0.1705557807172,-0.465170862403925,0.395248293922762
Jiangsu,2010,observed,observed,TRUE,TRUE,52,17,49,165,52,52,17,17,49,49,165,165,52,17,49,165,-0.0994246582046498,-0.0989723908470057,0.134315061132209,0.163221878734096,-0.0308145401925032,-0.0330852316270863,0.198732572842425,0.22699947432459,-0.054579798663403,-0.0546971176244828,0.18032002486003,0.198385693438206
Jiangsu,2011,observed,observed,TRUE,TRUE,87,21,84,214,87,87,21,21,84,84,214,214,87,21,84,214,0.148221766774849,0.0300575078714499,0.4769989384874,0.292162605204107,0.205358104270117,0.0905487897759031,0.518361350497751,0.347142949214122,0.189770373699342,0.0728217501767907,0.515576993823619,0.326514753749712
Jiangsu,2012,observed,observed,TRUE,TRUE,105,29,89,227,105,105,29,29,89,89,227,227,105,29,89,227,0.239116210536504,0.229485027140811,0.513912289480186,0.321429157234428,0.292041290396977,0.281636486740565,0.552791243576021,0.374412729331079,0.279454983528921,0.269913832850867,0.551690330300501,0.355597076401857
Jiangsu,2013,observed,observed,TRUE,TRUE,111,41,95,265,111,111,41,41,95,95,265,265,111,41,95,265,0.266008024170051,0.445834397500151,0.555591771524201,0.398275405899658,0.317687171377316,0.488938383054493,0.591666611748733,0.44601598145804,0.305988858576977,0.483729599830116,0.592466502573017,0.43195958729736
Jiangsu,2014,observed,observed,TRUE,TRUE,171,56,116,85,171,171,56,56,116,116,85,85,171,56,116,85,0.47553429658596,0.642192730844821,0.683349184796619,-0.164621013980401,0.51750581945575,0.677085243809316,0.710828756626486,-0.0784756492215456,0.512726269721068,0.677788438906581,0.717455058985154,-0.127393468222436
Jiangsu,2015,observed,observed,TRUE,TRUE,259,65,159,419,259,259,65,65,159,159,419,419,259,65,159,419,0.677339543811024,0.736457772300857,0.885486957191584,0.625975795008889,0.709961167468635,0.767408233044232,0.899367095830598,0.658181033805902,0.711845424973291,0.770949570389314,0.915211946204994,0.658226630208084
Jiangsu,2016,observed,observed,TRUE,TRUE,247,83,136,351,247,247,83,83,136,136,351,351,247,83,136,351,0.654260704083354,0.891523342259409,0.785262174637988,0.537926516483781,0.687951600360756,0.915989144798293,0.805885240233485,0.576139102035159,0.689073771936688,0.924199213398182,0.817159312175976,0.570731611160305
Jiangsu,2017,observed,observed,TRUE,TRUE,312,108,169,409,312,312,108,108,169,169,409,409,312,108,169,409,0.767950357348408,1.0590430651809,0.92463881242293,0.613962831829338,0.796373864327897,1.07650339161089,0.935884890969126,0.646987680242418,0.801250179787018,1.08975716247434,0.953515272335967,0.646289287167671
Jiangsu,2018,observed,observed,TRUE,TRUE,320,112,174,505,320,320,112,112,174,174,505,505,320,112,174,505,0.780276847109646,1.08221650036304,0.943359190598834,0.718839930821511,0.808129251808633,1.09870774122091,0.953345798788281,0.744709319124168,0.813412600052263,1.11265922042248,0.971829928086756,0.750506197603562
Jiangsu,2019,observed,observed,TRUE,TRUE,727,173,295,580,727,727,173,173,295,295,580,580,727,173,295,580,1.18021723233265,1.35977576810253,1.28277865750094,0.787741567544213,1.18953987953458,1.36465980961072,1.26992978912844,0.80890999712614,1.20802965164974,1.38696807380785,1.30389323540977,0.818974106920467
Jiangsu,2020,observed,observed,TRUE,TRUE,729,121,313,955,729,729,121,121,313,313,955,955,729,121,313,955,1.18155718168469,1.13149114591692,1.32090297420807,1.03600503161233,1.19081774729278,1.14592177954489,1.30548917652096,1.04023516550258,1.20935176585007,1.1613568252005,1.34119129262123,1.06567478273933
Jiangsu,2021,observed,observed,TRUE,TRUE,1247,195,333,2547,1247,1247,195,195,333,333,2547,2547,1247,195,333,2547,1.44346917755312,1.43633013060656,1.36078032042704,1.52470120014581,1.44059502021668,1.43801275947987,1.34268365303523,1.4955890126555,1.46777762981972,1.46262593085278,1.3802043863415,1.55129466845164
Jiangsu,2022,observed,observed,TRUE,TRUE,2128,203,347,5928,2128,2128,203,203,347,347,5928,5928,2128,203,347,5928,1.70433455756643,1.46205328994239,1.38729814995772,1.94571948920544,1.68937416835738,1.46266020680382,1.36741741496293,1.88788244564956,1.72517080872389,1.48804785389043,1.40614750108784,1.96966269869315
Jiangsu,2023,observed,observed,TRUE,TRUE,5256,687,365,14424,5256,5256,687,687,365,365,14424,14424,5256,687,365,14424,2.14581344427469,2.24372012707949,1.41986678991347,2.3889517650604,2.11039876484383,2.21163866398673,1.39779490064826,2.300874269585,2.1607734711512,2.26056082227632,1.43801028844482,2.41010488139044
Jiangsu,2024,observed,observed,TRUE,TRUE,14810,1741,365,19199,14810,14810,1741,1741,365,365,19199,19199,14810,1741,365,19199,2.6517145003673,2.8410610435284,1.41986678991347,2.53150053715275,2.59286076793438,2.78399949184625,1.39779490064826,2.43369735263467,2.65994082341546,2.85090645622236,1.43801028844482,2.55175632633558
Jiangxi,2002,observed,observed,TRUE,TRUE,4,2,4,7,4,4,2,2,4,4,7,7,4,2,4,7,-1.25249227057504,-1.25106160003567,-1.35271241248606,-1.34854442175887,-1.13045903245707,-1.13699543663922,-1.18825060652627,-1.18162339863835,-1.19229971467644,-1.19329455140507,-1.27447944635674,-1.30386422243935
Jiangxi,2003,observed,observed,TRUE,TRUE,2,2,2,15,2,2,2,2,2,2,15,15,2,2,2,15,-1.50198524305641,-1.25106160003567,-1.68260759815345,-1.00300095313062,-1.36839267147747,-1.13699543663922,-1.49595109060814,-0.859655358105904,-1.43847185640698,-1.19329455140507,-1.59722488998872,-0.960495907833085
Jiangxi,2004,observed,observed,TRUE,TRUE,4,2,4,18,4,4,2,2,4,4,18,18,4,2,4,18,-1.25249227057504,-1.25106160003567,-1.35271241248606,-0.917331220166951,-1.13045903245707,-1.13699543663922,-1.18825060652627,-0.779830622408393,-1.19229971467644,-1.19329455140507,-1.27447944635674,-0.875365455397438
Jiangxi,2005,observed,observed,TRUE,TRUE,5,3,5,25,5,5,3,3,5,5,25,25,5,3,5,25,-1.16344437431526,-1.06608397494656,-1.23496772421792,-0.76096858335916,-1.04553684088799,-0.959753356419943,-1.07842755013676,-0.634136154544921,-1.10443707421466,-1.01048314448146,-1.15928661147637,-0.719987102331689
Jiangxi,2006,observed,observed,TRUE,TRUE,8,2,8,46,8,8,2,2,8,8,46,46,8,2,8,46,-0.965410661140117,-1.25106160003567,-0.973115184138086,-0.465822929031131,-0.856678286853961,-1.13699543663922,-0.834191935792679,-0.359127431697677,-0.909039252695593,-1.19329455140507,-0.903109140916272,-0.426699353926841
Jiangxi,2007,observed,observed,TRUE,TRUE,10,6,9,52,10,10,6,6,9,9,52,52,10,6,9,52,-0.867400839448614,-0.706254811688515,-0.905072538550533,-0.40592932574716,-0.763209387498323,-0.614971821957637,-0.7707270660549,-0.303320195154266,-0.81233397287763,-0.654867833950475,-0.836541167844396,-0.367182773576023
Jiangxi,2008,observed,observed,TRUE,TRUE,22,9,18,58,22,22,9,9,18,18,58,58,22,9,18,58,-0.507149230564726,-0.476915237288597,-0.490558275563652,-0.352465943665275,-0.419648703555217,-0.395222956527764,-0.384100510344872,-0.253504464480852,-0.456877427393391,-0.428213987361657,-0.431010576578449,-0.314055936968505
Jiangxi,2009,observed,observed,TRUE,TRUE,33,8,15,68,33,33,8,8,15,15,68,68,33,8,15,68,-0.316245735007472,-0.544661335606264,-0.601540516426688,-0.274414098648007,-0.237590014895983,-0.460135993370887,-0.487616083538102,-0.180777870342307,-0.26851491802978,-0.495166731192549,-0.539587525011779,-0.236495418803068
Jiangxi,2010,observed,observed,TRUE,TRUE,27,15,23,65,27,27,15,15,23,23,65,65,27,15,23,65,-0.411073713312257,-0.174706085428045,-0.339687976346857,-0.296573917884316,-0.328024489801644,-0.105651832932342,-0.243380469194016,-0.201425789420017,-0.36208070580767,-0.129543917345331,-0.283410054451678,-0.258515744678008
Jiangxi,2011,observed,observed,TRUE,TRUE,12,8,12,79,12,12,8,8,12,12,79,79,12,8,12,79,-0.785809748068945,-0.544661335606264,-0.735635643234101,-0.20067386531787,-0.685398517354234,-0.460135993370887,-0.612689553004436,-0.112068719137796,-0.731828884853294,-0.495166731192549,-0.670776439159743,-0.163219371254669
Jiangxi,2012,observed,observed,TRUE,TRUE,40,20,36,89,40,40,20,20,36,36,89,89,40,20,36,89,-0.224809515003384,0.000145452740892209,-0.0601409643056431,-0.141957390912833,-0.150390153723672,0.0618876213106921,0.0173591677143171,-0.0573582993859422,-0.178295743171728,0.0432599862620492,-0.00992160012727238,-0.104872509899955
Jiangxi,2013,observed,observed,TRUE,TRUE,48,24,38,114,48,48,24,24,38,38,114,114,48,24,38,114,-0.137751076616429,0.112253500369368,-0.0261432292187414,-0.01976045098014,-0.0673652458602316,0.169307443364415,0.0490696018110247,0.0565014979512129,-0.0923960802662578,0.154055169758149,0.0233393099127053,0.0165552151885885
Jiangxi,2014,observed,observed,TRUE,TRUE,77,31,57,44,77,77,31,31,57,57,44,44,77,31,57,44,0.0893057025885016,0.270982859331213,0.230165862006828,-0.487500859541079,0.149171697858755,0.321398928811458,0.28813471967609,-0.379326339918384,0.131638501050422,0.310925696222735,0.274093473503048,-0.448240824506223
Jiangxi,2015,observed,observed,TRUE,TRUE,97,31,68,199,97,97,31,31,68,68,199,199,97,31,68,199,0.200789792124725,0.270982859331213,0.342319105595472,0.256109753866638,0.255490584729249,0.321398928811458,0.392742512826401,0.313549879297871,0.241638701926066,0.310925696222735,0.383816045790835,0.290688850717479
Jiangxi,2016,observed,observed,TRUE,TRUE,116,44,78,202,116,116,44,44,78,78,202,202,116,44,78,202,0.28733941576364,0.49019634681096,0.42972360726241,0.263531933381235,0.338030251892783,0.531445168265093,0.474266610910594,0.320465665043385,0.327036322569491,0.527572039495324,0.469326249914789,0.298064308516608
Jiangxi,2017,observed,observed,TRUE,TRUE,155,69,89,202,155,155,69,69,89,89,202,202,155,69,89,202,0.427846571329656,0.774291815487967,0.513912289480186,0.263531933381235,0.472027528448235,0.803660101422144,0.552791243576021,0.320465665043385,0.465673283242746,0.808340550305466,0.551690330300501,0.298064308516608
Jiangxi,2018,observed,observed,TRUE,TRUE,251,96,116,269,251,251,96,96,116,116,269,269,251,96,116,269,0.662075450520328,0.98404632567238,0.683349184796619,0.405716049232054,0.695404279445373,1.00464292679116,0.710828756626486,0.452948971288647,0.696784501615114,1.01563868756349,0.717455058985154,0.439353392686805
Jiangxi,2019,observed,observed,TRUE,TRUE,312,118,132,263,312,312,118,118,132,132,263,263,312,118,132,263,0.767950357348408,1.11548218877103,0.766125727838502,0.394513019372176,0.796373864327897,1.1305822979978,0.788036256072359,0.442510291644865,0.801250179787018,1.14553534420889,0.798437605160624,0.428220884534528
Jiangxi,2020,observed,observed,TRUE,TRUE,201,64,138,753,201,201,64,64,138,138,753,753,201,64,138,753,0.554057743401573,0.726640891075695,0.794621872179608,0.917675020227319,0.592391172992748,0.758001882147603,0.814615235667004,0.929978467400142,0.590204544505371,0.761247651751808,0.826316159158208,0.948089644354546
Jiangxi,2021,observed,observed,TRUE,TRUE,400,112,192,1856,400,400,112,112,192,192,1856,1856,400,112,192,1856,0.888958263122361,1.08221650036304,1.0065864988548,1.36699811120314,0.911775316660125,1.09870774122091,1.01231929765337,1.34864554781631,0.920647431879667,1.11265922042248,1.03368692551897,1.39458430123383
Jiangxi,2022,observed,observed,TRUE,TRUE,423,121,187,2579,423,423,121,121,187,187,2579,2579,423,121,187,2579,0.916197948018813,1.13149114591692,0.989635189030928,1.53092298260549,0.937752951575937,1.14592177954489,0.996508438734423,1.50138630095359,0.947524547913568,1.1613568252005,1.01710299751111,1.55747728554901
Jiangxi,2023,observed,observed,TRUE,TRUE,1864,482,336,5423,1864,1864,482,482,336,336,5423,5423,1864,482,336,5423,1.63967314353749,2.01624700748907,1.36655509356591,1.9013407823526,1.62770860162379,1.99367820044012,1.34806991075432,1.84653156917808,1.66137005866461,2.03575157299769,1.38585400415816,1.9255633503913
Jiangxi,2024,observed,observed,TRUE,TRUE,4111,1082,355,5326,4111,4111,1082,1082,355,355,5326,5326,4111,1082,355,5326,2.02583473969152,2.53544706172531,1.40197623238014,1.89234493908255,1.99597882947447,2.49116592425785,1.38110798476508,1.83814948618837,2.04239172125441,2.54887142921824,1.42050746882581,1.91662413485828
Jilin,2002,observed,observed,TRUE,TRUE,2,1,2,,2,2,1,1,2,2,,,2,1,2,,-1.50198524305641,-1.51177291970582,-1.68260759815345,,-1.36839267147747,-1.38680411816374,-1.49595109060814,,-1.43847185640698,-1.45095275804953,-1.59722488998872,
Jilin,2003,observed,observed,TRUE,TRUE,3,2,3,,3,3,2,2,3,3,,,3,2,3,,-1.36147808749039,-1.25106160003567,-1.49682026429775,,-1.23439539492202,-1.13699543663922,-1.32266316448085,,-1.29983489573373,-1.19329455140507,-1.41546408203647,
Jilin,2004,observed,observed,TRUE,TRUE,3,2,2,5,3,3,2,2,2,2,5,5,3,2,2,5,-1.36147808749039,-1.25106160003567,-1.68260759815345,-1.49195791887047,-1.23439539492202,-1.13699543663922,-1.49595109060814,-1.31525220902864,-1.29983489573373,-1.19329455140507,-1.59722488998872,-1.44637494906513
Jilin,2005,observed,observed,TRUE,TRUE,4,1,4,10,4,4,1,1,4,4,10,10,4,1,4,10,-1.25249227057504,-1.51177291970582,-1.35271241248606,-1.18979082665745,-1.13045903245707,-1.38680411816374,-1.18825060652627,-1.03370110062705,-1.19229971467644,-1.45095275804953,-1.27447944635674,-1.14610996187103
Jilin,2006,observed,observed,TRUE,TRUE,1,1,1,10,1,1,1,1,1,1,10,10,1,1,1,10,-1.70001895623155,-1.51177291970582,-1.94446013823328,-1.18979082665745,-1.5572512255115,-1.38680411816374,-1.74018670495223,-1.03370110062705,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.14610996187103
Jilin,2007,observed,observed,TRUE,TRUE,12,7,8,32,12,12,7,7,8,8,32,32,12,7,8,32,-0.785809748068945,-0.620395030187304,-0.973115184138086,-0.642117386512561,-0.685398517354234,-0.532702594676143,-0.834191935792679,-0.523393829952458,-0.731828884853294,-0.570013530913398,-0.903109140916272,-0.601884059284276
Jilin,2008,observed,observed,TRUE,TRUE,1,1,1,26,1,1,1,1,1,1,26,26,1,1,1,26,-1.70001895623155,-1.51177291970582,-1.94446013823328,-0.742154507208946,-1.5572512255115,-1.38680411816374,-1.74018670495223,-0.616605708211903,-1.63386967792605,-1.45095275804953,-1.85340236054882,-0.70129145849788
Jilin,2009,observed,observed,TRUE,TRUE,3,3,3,60,3,3,3,3,3,3,60,60,3,3,3,60,-1.36147808749039,-1.06608397494656,-1.49682026429775,-0.335847276499079,-1.23439539492202,-0.959753356419943,-1.32266316448085,-0.238019640747959,-1.29983489573373,-1.01048314448146,-1.41546408203647,-0.297541882286724
Jilin,2010,observed,observed,TRUE,TRUE,5,2,3,24,5,5,2,2,3,3,24,24,5,2,3,24,-1.16344437431526,-1.25106160003567,-1.49682026429775,-0.780520652018099,-1.04553684088799,-1.13699543663922,-1.32266316448085,-0.652354242299453,-1.10443707421466,-1.19329455140507,-1.41546408203647,-0.739416093101325
Jilin,2011,observed,observed,TRUE,TRUE,10,5,10,15,10,10,5,5,10,10,15,15,10,5,10,15,-0.867400839448614,-0.805372655276413,-0.843520478513421,-1.00300095313062,-0.763209387498323,-0.709944674895415,-0.713316107991538,-0.859655358105904,-0.81233397287763,-0.752824937837007,-0.776323111363968,-0.960495907833085
Jilin,2012,observed,observed,TRUE,TRUE,4,2,4,7,4,4,2,2,4,4,7,7,4,2,4,7,-1.25249227057504,-1.25106160003567,-1.35271241248606,-1.34854442175887,-1.13045903245707,-1.13699543663922,-1.18825060652627,-1.18162339863835,-1.19229971467644,-1.19329455140507,-1.27447944635674,-1.30386422243935
Jilin,2013,observed,observed,TRUE,TRUE,5,4,4,5,5,5,4,4,4,4,5,5,5,4,4,5,-1.16344437431526,-0.922604182047855,-1.35271241248606,-1.49195791887047,-1.04553684088799,-0.822273718271565,-1.18825060652627,-1.31525220902864,-1.10443707421466,-0.868683600929724,-1.27447944635674,-1.44637494906513
Jilin,2014,observed,observed,TRUE,TRUE,16,10,14,4,16,16,10,10,14,14,4,4,16,10,14,4,-0.654786603748626,-0.415631436887809,-0.643219998470703,-1.58284773983085,-0.560445845485463,-0.336501971967897,-0.526491451710814,-1.39994088126756,-0.602549700222103,-0.367647863391276,-0.580363697284295,-1.53669262967974
Jilin,2015,observed,observed,TRUE,TRUE,12,7,11,14,12,12,7,7,11,11,14,14,12,7,11,14,-0.785809748068945,-0.620395030187304,-0.787327850282387,-1.03517429968597,-0.685398517354234,-0.532702594676143,-0.66090400966539,-0.889633610592972,-0.731828884853294,-0.570013530913398,-0.721348332964026,-0.992466727092981
Jilin,2016,observed,observed,TRUE,TRUE,15,8,8,8,15,15,8,8,8,8,8,8,15,8,8,8,-0.684396350008086,-0.544661335606264,-0.973115184138086,-1.28982794735383,-0.588683733743057,-0.460135993370887,-0.834191935792679,-1.12691297888649,-0.631765331349082,-0.495166731192549,-0.903109140916272,-1.24551736108464
Jilin,2017,observed,observed,TRUE,TRUE,25,18,20,37,25,25,18,18,20,20,37,37,25,18,20,37,-0.447268879327791,-0.064207533584587,-0.425923594751292,-0.571787751538705,-0.362542686764753,0.000225800540987319,-0.323814324190909,-0.457862581875951,-0.39779410266097,-0.0203393813059435,-0.367776708249648,-0.53199714079117
Jilin,2018,observed,observed,TRUE,TRUE,60,29,31,92,60,60,29,29,31,31,92,92,60,29,31,92,-0.0307628544385627,0.229485027140811,-0.153900642491159,-0.125611210142381,0.0346660730259302,0.281636486740565,-0.0700925430667273,-0.0421273710927679,0.0131680946743235,0.269913832850867,-0.101649246499432,-0.0886292263452652
Jilin,2019,observed,observed,TRUE,TRUE,56,28,39,46,56,56,28,28,39,39,46,46,56,28,39,46,-0.0638881723057673,0.207686558913861,-0.00979279067947451,-0.465822929031131,0.0030754941592647,0.260749604598592,0.0643200148878488,-0.359127431697677,-0.0195163146850776,0.248370640027256,0.0393353891802992,-0.426699353926841
Jilin,2020,observed,observed,TRUE,TRUE,4,4,3,140,4,4,4,4,3,3,140,140,4,4,3,140,-1.25249227057504,-0.922604182047855,-1.49682026429775,0.0818505111137559,-1.13045903245707,-0.822273718271565,-1.32266316448085,0.151179838976912,-1.19229971467644,-0.868683600929724,-1.41546408203647,0.117526548659918
Jilin,2021,observed,observed,TRUE,TRUE,136,27,109,519,136,136,27,27,109,109,519,519,136,27,109,519,0.364414122745339,0.185123077830001,0.643506995104851,0.732445441710086,0.411533987594021,0.239129701529964,0.673667071377162,0.75738656548807,0.403085140707468,0.226071393185658,0.678476359852806,0.764026063459263
Jilin,2022,observed,observed,TRUE,TRUE,45,18,36,318,45,45,18,18,36,36,318,318,45,18,36,318,-0.168608361823572,-0.064207533584587,-0.0601409643056431,0.48885277692903,-0.0967928729657371,0.000225800540987319,0.0173591677143171,0.530413521318017,-0.122842645201067,-0.0203393813059435,-0.00992160012727238,0.5219667848152
Jilin,2023,observed,observed,TRUE,TRUE,504,126,236,1378,504,504,126,126,236,236,1378,1378,504,126,236,1378,1.00158442905808,1.1573176388376,1.13921602127777,1.21863855355395,1.01918336604718,1.17066823916574,1.13602576572606,1.21040813224542,1.03177450775498,1.186880871714,1.16344199898724,1.24715864891875
Jilin,2024,observed,observed,TRUE,TRUE,1184,298,315,1060,1184,1184,298,298,315,315,1060,1060,1184,298,315,1060,1.41816972218289,1.70788476340665,1.32500335513347,1.08795477370732,1.41646772147313,1.69821129964105,1.30931369185334,1.08864052745281,1.44281491824045,1.73100046779957,1.34520280693948,1.1172975075392
Liaoning,2002,observed,observed,TRUE,TRUE,3,2,3,,3,3,2,2,3,3,,,3,2,3,,-1.36147808749039,-1.25106160003567,-1.49682026429775,,-1.23439539492202,-1.13699543663922,-1.32266316448085,,-1.29983489573373,-1.19329455140507,-1.41546408203647,
Liaoning,2003,structural_zero,coverage_gap,TRUE,TRUE,0,0,0,0,,0,,0,,0,,0,5,2,5,31,,,,,-1.88010705610098,-1.81385487990754,-2.1577102454236,-2.14752752023567,-1.10443707421466,-1.19329455140507,-1.15928661147637,-0.617127593226817
Liaoning,2004,observed,observed,TRUE,TRUE,8,2,8,31,8,8,2,2,8,8,31,31,8,2,8,31,-0.965410661140117,-1.25106160003567,-0.973115184138086,-0.657457484502378,-0.856678286853961,-1.13699543663922,-0.834191935792679,-0.537687317573463,-0.909039252695593,-1.19329455140507,-0.903109140916272,-0.617127593226817
